interaction_id,table_id,row_type,pdf_page,report_page,table_title,condition_nominal,phase,sub_step,off_nominal_event,context,seq,media,subj_group,subj_position,obj_group,obj_position,interaction,condition,text_as_printed,controller_positions,freq,crit,rating_source,cited_7110_65,bb_paragraph,extraction_flags
2.10#10,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with Flightdeck,10,,FOC,,FD,,To determine nearest suitable airport if emergency landing,,To determine nearest suitable airport if emergency landing,,,High,"dispatcher survey (n=4, one domestic operator)",,,freq-below-threshold-or-blank
2.10#11,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with Flightdeck,11,,FOC,,FD,,When flightdecks need to land at unauthorized airport,,When flightdecks need to land at unauthorized airport,,,High,"dispatcher survey (n=4, one domestic operator)",,,freq-below-threshold-or-blank
2.10#12,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with Flightdeck,12,,FOC,,FD,,When there are emergencies,,When there are emergencies,,,High,"dispatcher survey (n=4, one domestic operator)",,,freq-below-threshold-or-blank
2.10#13,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Preflight,,,Off-Nominal Interactions with Flightdeck,13,,FOC,,FD,,When fuel is greater or less than the Gate Release fuel,,When fuel is greater or less than the Gate Release fuel,,Low-Med,Med-High,"dispatcher survey (n=4, one domestic operator)",,,
2.10#14,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Preflight,,,Off-Nominal Interactions with Flightdeck,14,,FOC,,FD,,"To concur with dispatch whether operations can continue, if precipitation accumulation on runway more than .5 inch",,"To concur with dispatch whether operations can continue, if precipitation accumulation on runway more than .5 inch",,,Med-High,"dispatcher survey (n=4, one domestic operator)",,,freq-below-threshold-or-blank
2.10#15,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Preflight,,,Off-Nominal Interactions with Flightdeck,15,,FOC,,FD,,When aircrafts have mechanical delays,,When aircrafts have mechanical delays,,Medium,,"dispatcher survey (n=4, one domestic operator)",,,crit-below-threshold-or-blank
2.10#16,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Preflight,,,Off-Nominal Interactions with Flightdeck,16,,FOC,,FD,,"To obtain amended release, if immediate maintenance action not required",,"To obtain amended release, if immediate maintenance action not required",,Medium,,"dispatcher survey (n=4, one domestic operator)",,,crit-below-threshold-or-blank
2.10#17,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Preflight,,,Off-Nominal Interactions with Flightdeck,17,,FOC,,FD,,When flight clearance differs from the Flight Release routing taxi with flightdecks,,When flight clearance differs from the Flight Release routing taxi with flightdecks,,Low-Med,,"dispatcher survey (n=4, one domestic operator)",,,crit-below-threshold-or-blank
,2.10,header,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,,,,Off-Nominal Interactions with ATC,,,FOC,,ATC,,Off-Nominal Interactions with ATC,,,,,,,,,
2.10#18,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,18,,FOC,,ATC,,When aircrafts are diverting,,When aircrafts are diverting,,,High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#19,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,19,,FOC,,ATC,,When flightdecks missed an approach,,When flightdecks missed an approach,,,High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#20,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,20,,FOC,,ATC,,"To transmit information to flightdecks, because direct communication is disabled",,"To transmit information to flightdecks, because direct communication is disabled",,,High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#21,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,21,,FOC,,ATC,,"When landing aid components are inoperative (localizer, glideslope, VOR are unreliable)",,"When landing aid components are inoperative (localizer, glideslope, VOR are unreliable)",,,High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#22,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,22,,FOC,,ATC,,To determine nearest suitable airport when there is an emergency landing,,To determine nearest suitable airport when there is an emergency landing,,,Med-High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#23,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,23,,FOC,,ATC,,When aircrafts are holding,,When aircrafts are holding,,,Med-High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#24,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,24,,FOC,,ATC,,To determine alternative airports when aircrafts are holding,,To determine alternative airports when aircrafts are holding,,,Med-High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#25,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,25,,FOC,,ATC,,When aircrafts are landing at unauthorized airports,,When aircrafts are landing at unauthorized airports,,,Med-High,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),freq-below-threshold-or-blank
2.10#26,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Preflight,,,Off-Nominal Interactions with ATC,26,,FOC,,ATC,,When aircrafts have mechanical delays,,When aircrafts have mechanical delays,,Low-Med,,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),crit-below-threshold-or-blank
2.10#27,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Preflight,,,Off-Nominal Interactions with ATC,27,,FOC,,ATC,,When flights are cancelled,,When flights are cancelled,,Low-Med,,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),crit-below-threshold-or-blank
2.10#28,2.10,interaction,38,p.36,Table 2.10: FOC Interactions Under Off-Nominal Operations with Highest Ratings for,off-nominal,Inflight,,,Off-Nominal Interactions with ATC,28,,FOC,,ATC,,"To coordinate reroute of flights, because of adverse conditions (weather)",,"To coordinate reroute of flights, because of adverse conditions (weather)",,Low-Med,,"dispatcher survey (n=4, one domestic operator)",,n/a (flight-crew or FOC procedure; outside JO 7110.65),crit-below-threshold-or-blank
3.1#01,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Flight Planning,,,FOC & ATC,1,Telcon,,,,,Traffic routes & delays,,Traffic routes & delays,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#02,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Flight Planning,,,Flightdeck & FOC,2,Telephone,,,,,Flight plan modifications,,Flight plan modifications,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#03,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Flight Planning,Pilots in the flightdeck,,Flightdeck & ATC,3,Radio,,,,,EDCT modification (when applicable),,EDCT modification (when applicable),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#04,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Taxi-out,,,Flightdeck & ATC,4,Radio,,,,,De-icing (off-nominal),,De-icing (off-nominal),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#05,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Taxi-out,,,GC & LC (ATC),5,Face-to-Face,,,,,Runway crossing,,Runway crossing,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#06,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Cruise,,,R/RA & R/RA (ATC),6,Telephone,,,,,Control instructions before flight enters in a new sector (when applicable),,Control instructions before flight enters in a new sector (when applicable),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#07,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Cruise,,,Flightdeck & ATC,7,Radio,,,,,Fly direct to fix point (when applicable),,Fly direct to fix point (when applicable),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#08,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Cruise,,,Flightdeck & ATC,8,Radio,,,,,Other deviations to Flight plans (when applicable),,Other deviations to Flight plans (when applicable),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#09,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Cruise,,,Flightdeck & FOC,9,Satcom / ACARS,,,,,Rerouting flight,,Rerouting flight,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#10,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Cruise,,Off-Nominal: CC decision to reroute traffic due to weather,TMU at CC & En route & APP & LC (ATC),10,Telephone,,,,,Diversion of traffic due to RWY closure,,Diversion of traffic due to RWY closure,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually; source-typo: printed as 'Relephone'
3.1#11,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Cruise,,Off-Nominal: CC decision to reroute traffic due to weather,FOC & ATC,11,Telcon,,,,,Strategy for rerouting flights,,Strategy for rerouting flights,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#12,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Cruise,,Off-Nominal: CC decision to reroute traffic due to weather,Flightdeck & FOC,12,Satcom / ACARS,,,,,Rerouting flight,,Rerouting flight,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#13,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Cruise,,Off-Nominal: Holding,APP & En route (ATC),13,Telephone,,,,,Holding flights,,Holding flights,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#14,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Cruise,,Off-Nominal: Holding,FOC & Flightdeck,14,Satcom / ACARS,,,,,Minimum fuel and alternate destination (if applicable),,Minimum fuel and alternate destination (if applicable),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#15,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Cruise,,Off-Nominal: Holding,Flightdeck & ATC,15,Radio,,,,,Alternate destination,,Alternate destination,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#16,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Cruise,,Off-Nominal: Holding,FOC & ATC,16,Telephone,,,,,Alternate destination (optional),,Alternate destination (optional),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#17,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,nominal,Descent,,,Flightdeck & ATC,17,Radio,,,,,Alternative approach (if applicable),,Alternative approach (if applicable),,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#18,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Final Approach,,Off-Nominal: Missed approach,LC & DEP (ATC),18,Telephone,,,,,"Coordinate go around (altitude, heading, speed)",,"Coordinate go around (altitude, heading, speed)",,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
3.1#19,3.1,interaction,49,p.47,Current Possible Collaborative Interactions,off-nominal,Final Approach,,Off-Nominal: Missed approach,DEP & APP (ATC),19,Telephone,,,,,Merging 'go-around' flight back into the approach flow,,Merging 'go-around' flight back into the approach flow,,,,,,,hand-transcribed from PDF p.49 word positions; verify visually
A.1#01,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,1,,FD,,ATC/FOC,,Call dispatch when at the gate to get preflight briefings,,Call dispatch when at the gate to get preflight briefings,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#02,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,2,,FD,,ATC,,Ask ATC for clarification if conflict exists when building a transition,,Ask ATC for clarification if conflict exists when building a transition,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#03,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,3,,FD,,,,Request PDC via ACARS,,Request PDC via ACARS,,,,survey instrument item (rating cells blank),,,
A.1#04,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,4,,FD,,ATC,,Inform controllers on initial contact of the ATIS identifier they have reviewed,,Inform controllers on initial contact of the ATIS identifier they have reviewed,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#05,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,5,,FD,,ATC/FOC,,Advise dispatch if route clearance differs from flight release IFR routing,,Advise dispatch if route clearance differs from flight release IFR routing,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#06,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,6,,FD,,ATC/FOC,,Notify the controlling dispatch when duty limitations necessitate departure time adjustment,,Notify the controlling dispatch when duty limitations necessitate departure time adjustment,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#07,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,7,,FD,,ATC/FOC,,Contact dispatch if a change in either route or altitude is desired,,Contact dispatch if a change in either route or altitude is desired,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#08,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,8,,FD,,ATC/FOC,,Contact dispatch if an alternate is not required for the destination,,Contact dispatch if an alternate is not required for the destination,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#09,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,9,,FD,,ATC/FOC,,Concur with dispatch if hold fuel is to be reduced or eliminated,,Concur with dispatch if hold fuel is to be reduced or eliminated,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#10,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Preflight,,,,10,,FD,,ATC/FOC,,Coordinate with dispatch if there are any changes to the release,,Coordinate with dispatch if there are any changes to the release,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#11,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi,,,,11,,FD,,ATC,,Obtain taxi clearance from ATC prior to taxiing onto a movement area,,Obtain taxi clearance from ATC prior to taxiing onto a movement area,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#12,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi,,,,12,,FD,,ATC,,Acknowledge any hold short instructions to ATC,,Acknowledge any hold short instructions to ATC,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#13,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi,,,,13,,FD,,ATC,,Advise ATC if either pilot is uncertain of airport orientation of location on runway,,Advise ATC if either pilot is uncertain of airport orientation of location on runway,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#14,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi,,,,14,,FD,,ATC,,Contact ATC if holding in position for more than 90 seconds or upon seeing a potential conflict,,Contact ATC if holding in position for more than 90 seconds or upon seeing a potential conflict,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#15,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi,,,,15,,FD,,ATC/FOC,,Conference with dispatch if on aircraft flight delay,,Conference with dispatch if on aircraft flight delay,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#16,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi,,,,16,,FD,,ATC/FOC,,Advise ATC and dispatch of decision to return to gate,,Advise ATC and dispatch of decision to return to gate,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#17,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi/takeoff,,,,17,,FD,,ATC,,Request ATC clearance prior to operating an aircraft on a runway or taxiway or taking off,,Request ATC clearance prior to operating an aircraft on a runway or taxiway or taking off,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#18,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi/takeoff,,,,18,,FD,,,,Request a different runway other than the noise abatement runway in the interest of safety,,Request a different runway other than the noise abatement runway in the interest of safety,,,,survey instrument item (rating cells blank),,,
A.1#19,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi/takeoff,,,,19,,FD,,ATC/FOC,,Contact dispatch by VHF or phone to obtain departure clearance with applicable void time,,Contact dispatch by VHF or phone to obtain departure clearance with applicable void time,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#20,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi/takeoff,,,,20,,FD,,ATC,,Notify ATC of any delays upon reaching the end of the runway,,Notify ATC of any delays upon reaching the end of the runway,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#21,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Taxi/takeoff,,,,21,,FD,,ATC,,Notify ATC if max thrust takeoff was not successful or not attempted,,Notify ATC if max thrust takeoff was not successful or not attempted,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#22,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,22,,FD,,,,"Confirm clearance paying attention those received in areas of high terrain, or include a change to heading, route/waypoints, altitude, or involve instructions for holding short of a runway",,"Confirm clearance paying attention those received in areas of high terrain, or include a change to heading, route/waypoints, altitude, or involve instructions for holding short of a runway",,,,survey instrument item (rating cells blank),,,
A.1#23,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,23,,FD,,ATC,,Advise ATC if cruising airspeed varies from that given in the Flight Release,,Advise ATC if cruising airspeed varies from that given in the Flight Release,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#24,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,24,,FD,,,,Acknowledge receipt of traffic advisories,,Acknowledge receipt of traffic advisories,,,,survey instrument item (rating cells blank),,,
A.1#25,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,25,,FD,,ATC,,Inform ATC if traffic in sight,,Inform ATC if traffic in sight,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#26,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,26,,FD,,ATC,,Advise ATC if a vector to avoid traffic is desired,,Advise ATC if a vector to avoid traffic is desired,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#27,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,27,,FD,,ATC,,Advise ATC if traffic advisory service is not desired,,Advise ATC if traffic advisory service is not desired,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#28,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,28,,FD,,ATC,,Advise ATC if unable to maintain visual separation,,Advise ATC if unable to maintain visual separation,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#29,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,29,,FD,,,,Request VFR-on-top,,Request VFR-on-top,,,,survey instrument item (rating cells blank),,,
A.1#30,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,30,,FD,,ATC,,Advise ATC prior to any altitude change to ensure the exchange of accurate traffic information,,Advise ATC prior to any altitude change to ensure the exchange of accurate traffic information,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#31,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,31,,FD,,ATC,,Request clarification from ATC if uncertain of an ATC clearance,,Request clarification from ATC if uncertain of an ATC clearance,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#32,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,32,,FD,,,,Report time and altitude of passing each designated reporting point,,Report time and altitude of passing each designated reporting point,,,,survey instrument item (rating cells blank),,,
A.1#33,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,33,,FD,,,,Report any information related to the safety of flight,,Report any information related to the safety of flight,,,,survey instrument item (rating cells blank),,,
A.1#34,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,34,,FD,,,,Make enroute position reports for traffic control purpose at all compulsory points and at additional points as requested by FAA,,Make enroute position reports for traffic control purpose at all compulsory points and at additional points as requested by FAA,,,,survey instrument item (rating cells blank),,,
A.1#35,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,35,,FD,,,,Report vacating any previously assigned altitude or flight level for a newly assigned level.,,Report vacating any previously assigned altitude or flight level for a newly assigned level.,,,,survey instrument item (rating cells blank),,,
A.1#36,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,36,,FD,,,,Report unable to climb/descend at a rate of at least 500 FPM.,,Report unable to climb/descend at a rate of at least 500 FPM.,,,,survey instrument item (rating cells blank),,,
A.1#37,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,37,,FD,,,,"Request clearance for specific action (i.e., to alternate airport, another approach, etc.)",,"Request clearance for specific action (i.e., to alternate airport, another approach, etc.)",,,,survey instrument item (rating cells blank),,,
A.1#38,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,38,,FD,,,,"Report time and altitude, or flight level, upon reaching a holding fix or point to which cleared",,"Report time and altitude, or flight level, upon reaching a holding fix or point to which cleared",,,,survey instrument item (rating cells blank),,,
A.1#39,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,39,,FD,,,,Report leaving any assigned holding fix or point,,Report leaving any assigned holding fix or point,,,,survey instrument item (rating cells blank),,,
A.1#40,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,40,,FD,,ATC,,Advise ATC if an airspeed greater than the maximum holding airspeed is necessary.,,Advise ATC if an airspeed greater than the maximum holding airspeed is necessary.,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#41,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,41,,FD,,ATC/FOC,,Notify dispatch of ETA changes greater than 5 minutes.,,Notify dispatch of ETA changes greater than 5 minutes.,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#42,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,42,,FD,,ATC,,Notify ATC if speed differs from flight plan by more than 5% or 10 knots,,Notify ATC if speed differs from flight plan by more than 5% or 10 knots,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#43,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,43,,FD,,ATC/FOC,,Coordinate with dispatch to determine best route/altitude if fuel consumption greater than planned,,Coordinate with dispatch to determine best route/altitude if fuel consumption greater than planned,,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
A.1#44,A.1,interaction,91,p.3,Table A.1. Nominal Operations Pilot Communication (Please Circle one for Frequency and One for,nominal,Inflight,,,,44,,FD,,ATC/FOC,,Advise dispatch if given a clearance change (reclearance),,Advise dispatch if given a clearance change (reclearance),,,,survey instrument item (rating cells blank),,n/a (flight-crew or FOC procedure; outside JO 7110.65),
